,date,volume,open,high,low,close
22,2018-06-02 22:00:00,1527976800000,593.79000000,594.55000000,591.25000000,593.13000000
23,2018-06-02 23:00:00,1527980400000,593.74000000,594.41000000,590.50000000,590.85000000
0,2018-06-03 00:00:00,1527984000000,590.85000000,595.63000000,590.10000000,594.16000000
1,2018-06-03 01:00:00,1527987600000,594.16000000,597.07000000,593.22000000,594.98000000
2,2018-06-03 02:00:00,1527991200000,594.98000000,595.01000000,590.40000000,593.66000000
3,2018-06-03 03:00:00,1527994800000,594.27000000,595.00000000,591.01000000,593.66000000
4,2018-06-03 04:00:00,1527998400000,593.66000000,595.58000000,592.00000000,593.52000000
5,2018-06-03 05:00:00,1528002000000,593.81000000,596.76000000,593.47000000,596.39000000
6,2018-06-03 06:00:00,1528005600000,595.94000000,606.52000000,594.82000000,604.08000000
7,2018-06-03 07:00:00,1528009200000,604.20000000,607.32000000,604.20000000,606.93000000
8,2018-06-03 08:00:00,1528012800000,606.93000000,628.81000000,606.12000000,624.00000000
9,2018-06-03 09:00:00,1528016400000,624.00000000,626.78000000,618.01000000,623.12000000
10,2018-06-03 10:00:00,1528020000000,623.85000000,623.96000000,614.75000000,617.71000000
11,2018-06-03 11:00:00,1528023600000,617.72000000,622.00000000,617.72000000,619.93000000
12,2018-06-03 12:00:00,1528027200000,620.00000000,623.00000000,618.67000000,620.94000000
13,2018-06-03 13:00:00,1528030800000,620.26000000,626.47000000,619.16000000,620.99000000
14,2018-06-03 14:00:00,1528034400000,620.99000000,624.49000000,616.24000000,622.99000000
15,2018-06-03 15:00:00,1528038000000,622.99000000,623.98000000,619.00000000,623.01000000
16,2018-06-03 16:00:00,1528041600000,623.59000000,625.44000000,617.59000000,618.02000000
17,2018-06-03 17:00:00,1528045200000,618.02000000,618.65000000,611.00000000,618.00000000
18,2018-06-03 18:00:00,1528048800000,618.25000000,618.82000000,611.05000000,611.79000000
19,2018-06-03 19:00:00,1528052400000,611.79000000,617.50000000,606.95000000,616.77000000
20,2018-06-03 20:00:00,1528056000000,616.24000000,620.98000000,612.88000000,620.87000000
21,2018-06-03 21:00:00,1528059600000,620.49000000,621.00000000,616.87000000,619.46000000
22,2018-06-03 22:00:00,1528063200000,618.92000000,619.69000000,615.09000000,618.22000000
23,2018-06-03 23:00:00,1528066800000,618.27000000,619.75000000,615.74000000,619.66000000
0,2018-06-04 00:00:00,1528070400000,619.66000000,625.47000000,618.50000000,622.54000000
1,2018-06-04 01:00:00,1528074000000,621.88000000,623.54000000,618.00000000,620.50000000
2,2018-06-04 02:00:00,1528077600000,620.50000000,620.65000000,614.34000000,615.16000000
3,2018-06-04 03:00:00,1528081200000,615.16000000,620.00000000,614.62000000,618.30000000
4,2018-06-04 04:00:00,1528084800000,618.86000000,619.95000000,616.77000000,618.97000000
5,2018-06-04 05:00:00,1528088400000,619.00000000,619.65000000,610.20000000,615.31000000
6,2018-06-04 06:00:00,1528092000000,615.31000000,615.93000000,602.37000000,605.97000000
7,2018-06-04 07:00:00,1528095600000,606.49000000,611.30000000,601.35000000,606.94000000
8,2018-06-04 08:00:00,1528099200000,606.60000000,607.54000000,601.80000000,605.97000000
9,2018-06-04 09:00:00,1528102800000,605.52000000,609.00000000,600.12000000,608.89000000
10,2018-06-04 10:00:00,1528106400000,608.55000000,608.98000000,604.27000000,605.50000000
11,2018-06-04 11:00:00,1528110000000,605.50000000,605.50000000,591.20000000,592.32000000
12,2018-06-04 12:00:00,1528113600000,592.46000000,598.38000000,591.31000000,596.10000000
13,2018-06-04 13:00:00,1528117200000,596.10000000,597.90000000,592.02000000,592.11000000
14,2018-06-04 14:00:00,1528120800000,592.06000000,593.05000000,580.50000000,585.44000000
15,2018-06-04 15:00:00,1528124400000,585.44000000,590.93000000,584.00000000,586.50000000
16,2018-06-04 16:00:00,1528128000000,586.50000000,589.18000000,583.00000000,584.00000000
17,2018-06-04 17:00:00,1528131600000,584.01000000,587.57000000,580.15000000,586.54000000
18,2018-06-04 18:00:00,1528135200000,586.54000000,590.83000000,584.54000000,590.59000000
19,2018-06-04 19:00:00,1528138800000,590.59000000,593.28000000,588.00000000,591.50000000
20,2018-06-04 20:00:00,1528142400000,591.50000000,597.87000000,589.35000000,597.11000000
21,2018-06-04 21:00:00,1528146000000,597.11000000,599.96000000,595.71000000,598.87000000
22,2018-06-04 22:00:00,1528149600000,598.87000000,598.90000000,592.41000000,592.50000000
23,2018-06-04 23:00:00,1528153200000,592.57000000,593.60000000,585.62000000,591.02000000
0,2018-06-05 00:00:00,1528156800000,591.02000000,595.92000000,590.59000000,594.93000000
1,2018-06-05 01:00:00,1528160400000,595.38000000,599.00000000,592.83000000,595.50000000
2,2018-06-05 02:00:00,1528164000000,595.49000000,596.00000000,577.62000000,579.51000000
3,2018-06-05 03:00:00,1528167600000,579.51000000,584.83000000,576.81000000,582.16000000
4,2018-06-05 04:00:00,1528171200000,582.17000000,585.55000000,576.08000000,577.23000000
5,2018-06-05 05:00:00,1528174800000,577.24000000,586.71000000,576.92000000,583.71000000
6,2018-06-05 06:00:00,1528178400000,583.71000000,588.57000000,581.64000000,588.27000000
7,2018-06-05 07:00:00,1528182000000,588.27000000,589.00000000,583.61000000,586.40000000
8,2018-06-05 08:00:00,1528185600000,586.75000000,596.20000000,586.37000000,594.01000000
9,2018-06-05 09:00:00,1528189200000,594.00000000,594.01000000,586.00000000,588.05000000
10,2018-06-05 10:00:00,1528192800000,587.22000000,591.04000000,586.89000000,588.97000000
11,2018-06-05 11:00:00,1528196400000,589.37000000,609.00000000,570.36000000,587.02000000
12,2018-06-05 12:00:00,1528200000000,587.76000000,590.80000000,586.81000000,588.11000000
13,2018-06-05 13:00:00,1528203600000,588.10000000,589.30000000,583.85000000,584.72000000
14,2018-06-05 14:00:00,1528207200000,584.20000000,587.34000000,583.00000000,585.90000000
15,2018-06-05 15:00:00,1528210800000,585.88000000,601.00000000,585.52000000,600.12000000
16,2018-06-05 16:00:00,1528214400000,600.14000000,612.00000000,600.00000000,606.37000000
17,2018-06-05 17:00:00,1528218000000,606.37000000,614.00000000,602.08000000,609.94000000
18,2018-06-05 18:00:00,1528221600000,609.94000000,614.00000000,606.54000000,607.63000000
19,2018-06-05 19:00:00,1528225200000,607.65000000,610.99000000,607.01000000,607.24000000
20,2018-06-05 20:00:00,1528228800000,607.24000000,611.19000000,607.01000000,609.26000000
21,2018-06-05 21:00:00,1528232400000,609.13000000,610.59000000,603.00000000,603.98000000
22,2018-06-05 22:00:00,1528236000000,604.00000000,611.47000000,604.00000000,611.17000000
23,2018-06-05 23:00:00,1528239600000,611.17000000,611.74000000,606.51000000,609.05000000
0,2018-06-06 00:00:00,1528243200000,609.29000000,611.98000000,604.91000000,605.09000000
1,2018-06-06 01:00:00,1528246800000,605.05000000,609.91000000,603.29000000,609.06000000
2,2018-06-06 02:00:00,1528250400000,609.24000000,609.32000000,605.01000000,607.17000000
3,2018-06-06 03:00:00,1528254000000,607.22000000,609.00000000,605.16000000,606.11000000
4,2018-06-06 04:00:00,1528257600000,605.63000000,608.49000000,601.00000000,601.48000000
5,2018-06-06 05:00:00,1528261200000,601.03000000,605.57000000,598.41000000,605.31000000
6,2018-06-06 06:00:00,1528264800000,605.31000000,609.58000000,605.31000000,609.00000000
7,2018-06-06 07:00:00,1528268400000,608.70000000,613.35000000,606.47000000,606.68000000
8,2018-06-06 08:00:00,1528272000000,606.63000000,606.73000000,601.16000000,603.65000000
9,2018-06-06 09:00:00,1528275600000,603.65000000,603.81000000,600.10000000,601.01000000
10,2018-06-06 10:00:00,1528279200000,601.01000000,604.50000000,600.05000000,604.50000000
11,2018-06-06 11:00:00,1528282800000,604.53000000,607.70000000,604.34000000,606.01000000
12,2018-06-06 12:00:00,1528286400000,606.01000000,612.67000000,603.50000000,610.83000000
13,2018-06-06 13:00:00,1528290000000,611.46000000,611.77000000,608.00000000,608.40000000
14,2018-06-06 14:00:00,1528293600000,608.74000000,610.16000000,607.42000000,607.81000000
15,2018-06-06 15:00:00,1528297200000,608.00000000,612.38000000,606.00000000,611.31000000
16,2018-06-06 16:00:00,1528300800000,611.30000000,611.43000000,593.40000000,596.11000000
17,2018-06-06 17:00:00,1528304400000,596.11000000,598.50000000,594.82000000,596.98000000
18,2018-06-06 18:00:00,1528308000000,597.01000000,598.00000000,593.52000000,597.23000000
19,2018-06-06 19:00:00,1528311600000,597.23000000,599.46000000,596.58000000,598.26000000
20,2018-06-06 20:00:00,1528315200000,598.27000000,605.93000000,594.23000000,604.71000000
21,2018-06-06 21:00:00,1528318800000,604.70000000,610.00000000,602.67000000,607.08000000
22,2018-06-06 22:00:00,1528322400000,607.08000000,609.96000000,603.42000000,606.73000000
23,2018-06-06 23:00:00,1528326000000,606.66000000,608.00000000,604.22000000,607.40000000
0,2018-06-07 00:00:00,1528329600000,606.68000000,615.15000000,606.59000000,615.15000000
1,2018-06-07 01:00:00,1528333200000,615.09000000,618.00000000,610.80000000,614.59000000
2,2018-06-07 02:00:00,1528336800000,613.82000000,616.54000000,612.40000000,612.69000000
3,2018-06-07 03:00:00,1528340400000,612.69000000,615.69000000,611.34000000,614.73000000
4,2018-06-07 04:00:00,1528344000000,614.73000000,615.69000000,610.10000000,611.45000000
5,2018-06-07 05:00:00,1528347600000,611.01000000,613.20000000,608.48000000,610.47000000
6,2018-06-07 06:00:00,1528351200000,610.46000000,612.13000000,605.08000000,607.31000000
7,2018-06-07 07:00:00,1528354800000,607.60000000,610.30000000,606.69000000,609.58000000
8,2018-06-07 08:00:00,1528358400000,609.18000000,613.12000000,608.00000000,608.18000000
9,2018-06-07 09:00:00,1528362000000,608.62000000,611.00000000,606.25000000,609.64000000
10,2018-06-07 10:00:00,1528365600000,609.64000000,610.47000000,606.41000000,607.99000000
11,2018-06-07 11:00:00,1528369200000,607.62000000,609.10000000,607.00000000,607.60000000
12,2018-06-07 12:00:00,1528372800000,608.14000000,611.13000000,607.10000000,609.38000000
13,2018-06-07 13:00:00,1528376400000,609.53000000,611.16000000,607.15000000,608.25000000
14,2018-06-07 14:00:00,1528380000000,608.25000000,609.00000000,602.57000000,606.32000000
15,2018-06-07 15:00:00,1528383600000,606.32000000,608.50000000,603.65000000,605.90000000
16,2018-06-07 16:00:00,1528387200000,605.90000000,611.00000000,604.27000000,611.00000000
17,2018-06-07 17:00:00,1528390800000,611.00000000,611.50000000,605.31000000,607.86000000
18,2018-06-07 18:00:00,1528394400000,607.70000000,609.61000000,606.60000000,607.25000000
19,2018-06-07 19:00:00,1528398000000,607.36000000,607.95000000,606.12000000,606.52000000
20,2018-06-07 20:00:00,1528401600000,606.52000000,607.00000000,598.24000000,603.50000000
21,2018-06-07 21:00:00,1528405200000,603.31000000,603.97000000,598.66000000,602.49000000
22,2018-06-07 22:00:00,1528408800000,602.05000000,603.32000000,600.60000000,602.68000000
23,2018-06-07 23:00:00,1528412400000,602.16000000,606.00000000,600.81000000,605.16000000
0,2018-06-08 00:00:00,1528416000000,605.20000000,608.45000000,603.49000000,608.06000000
1,2018-06-08 01:00:00,1528419600000,608.30000000,608.39000000,604.30000000,606.21000000
2,2018-06-08 02:00:00,1528423200000,606.21000000,607.47000000,604.23000000,605.37000000
3,2018-06-08 03:00:00,1528426800000,605.38000000,606.46000000,601.25000000,601.25000000
4,2018-06-08 04:00:00,1528430400000,601.25000000,603.80000000,598.31000000,602.63000000
5,2018-06-08 05:00:00,1528434000000,602.66000000,604.35000000,602.03000000,604.00000000
6,2018-06-08 06:00:00,1528437600000,604.00000000,606.40000000,602.78000000,606.31000000
7,2018-06-08 07:00:00,1528441200000,605.85000000,606.65000000,600.00000000,600.13000000
8,2018-06-08 08:00:00,1528444800000,600.92000000,602.66000000,599.30000000,602.00000000
9,2018-06-08 09:00:00,1528448400000,602.00000000,604.24000000,601.51000000,602.40000000
10,2018-06-08 10:00:00,1528452000000,602.38000000,602.38000000,595.51000000,597.00000000
11,2018-06-08 11:00:00,1528455600000,596.64000000,599.02000000,595.10000000,596.56000000
12,2018-06-08 12:00:00,1528459200000,596.56000000,597.61000000,594.99000000,595.54000000
13,2018-06-08 13:00:00,1528462800000,595.11000000,598.97000000,594.00000000,597.64000000
14,2018-06-08 14:00:00,1528466400000,597.64000000,597.83000000,593.33000000,596.20000000
15,2018-06-08 15:00:00,1528470000000,596.34000000,600.57000000,593.39000000,599.93000000
16,2018-06-08 16:00:00,1528473600000,599.93000000,602.94000000,598.58000000,601.00000000
17,2018-06-08 17:00:00,1528477200000,601.00000000,601.98000000,599.13000000,600.67000000
18,2018-06-08 18:00:00,1528480800000,601.27000000,601.61000000,598.51000000,598.53000000
19,2018-06-08 19:00:00,1528484400000,599.20000000,599.71000000,595.64000000,597.79000000
20,2018-06-08 20:00:00,1528488000000,597.51000000,599.46000000,596.53000000,598.79000000
21,2018-06-08 21:00:00,1528491600000,599.28000000,600.58000000,597.39000000,599.71000000
22,2018-06-08 22:00:00,1528495200000,599.71000000,602.77000000,599.71000000,601.62000000
23,2018-06-08 23:00:00,1528498800000,601.95000000,602.44000000,598.41000000,598.68000000
0,2018-06-09 00:00:00,1528502400000,599.29000000,603.39000000,598.51000000,602.38000000
1,2018-06-09 01:00:00,1528506000000,602.82000000,605.84000000,601.92000000,605.51000000
2,2018-06-09 02:00:00,1528509600000,605.51000000,608.97000000,605.00000000,608.31000000
3,2018-06-09 03:00:00,1528513200000,608.94000000,608.95000000,603.41000000,606.13000000
4,2018-06-09 04:00:00,1528516800000,606.15000000,607.46000000,605.17000000,606.26000000
5,2018-06-09 05:00:00,1528520400000,605.97000000,607.00000000,605.01000000,606.50000000
6,2018-06-09 06:00:00,1528524000000,606.50000000,608.27000000,606.00000000,606.50000000
7,2018-06-09 07:00:00,1528527600000,606.80000000,606.89000000,604.75000000,604.98000000
8,2018-06-09 08:00:00,1528531200000,605.37000000,606.00000000,601.76000000,601.76000000
9,2018-06-09 09:00:00,1528534800000,601.76000000,605.57000000,601.56000000,605.57000000
10,2018-06-09 10:00:00,1528538400000,605.55000000,606.95000000,604.19000000,605.65000000
11,2018-06-09 11:00:00,1528542000000,605.50000000,607.20000000,605.08000000,605.10000000
12,2018-06-09 12:00:00,1528545600000,605.39000000,605.98000000,599.99000000,601.48000000
13,2018-06-09 13:00:00,1528549200000,601.47000000,601.56000000,596.10000000,599.65000000
14,2018-06-09 14:00:00,1528552800000,599.66000000,602.36000000,598.93000000,600.97000000
15,2018-06-09 15:00:00,1528556400000,600.97000000,603.97000000,600.90000000,602.32000000
16,2018-06-09 16:00:00,1528560000000,602.32000000,603.41000000,597.72000000,599.50000000
17,2018-06-09 17:00:00,1528563600000,599.50000000,600.37000000,597.49000000,598.60000000
18,2018-06-09 18:00:00,1528567200000,598.63000000,600.37000000,597.45000000,600.20000000
19,2018-06-09 19:00:00,1528570800000,600.19000000,600.32000000,598.51000000,599.67000000
20,2018-06-09 20:00:00,1528574400000,599.61000000,600.42000000,599.12000000,600.29000000
21,2018-06-09 21:00:00,1528578000000,600.29000000,601.35000000,597.94000000,599.14000000
22,2018-06-09 22:00:00,1528581600000,598.90000000,599.66000000,596.00000000,597.08000000
23,2018-06-09 23:00:00,1528585200000,597.11000000,600.00000000,591.00000000,592.87000000
0,2018-06-10 00:00:00,1528588800000,592.44000000,592.87000000,570.79000000,570.83000000
1,2018-06-10 01:00:00,1528592400000,570.83000000,580.59000000,570.76000000,577.98000000
2,2018-06-10 02:00:00,1528596000000,577.07000000,579.23000000,572.51000000,576.46000000
3,2018-06-10 03:00:00,1528599600000,576.85000000,578.01000000,566.87000000,568.98000000
4,2018-06-10 04:00:00,1528603200000,568.98000000,574.77000000,568.98000000,570.33000000
5,2018-06-10 05:00:00,1528606800000,571.08000000,572.96000000,570.00000000,572.31000000
6,2018-06-10 06:00:00,1528610400000,572.30000000,574.27000000,570.12000000,573.03000000
7,2018-06-10 07:00:00,1528614000000,573.03000000,573.13000000,557.31000000,559.50000000
8,2018-06-10 08:00:00,1528617600000,559.50000000,563.31000000,558.58000000,560.98000000
9,2018-06-10 09:00:00,1528621200000,560.98000000,568.12000000,560.14000000,567.79000000
10,2018-06-10 10:00:00,1528624800000,567.79000000,568.00000000,560.50000000,566.96000000
11,2018-06-10 11:00:00,1528628400000,566.64000000,568.39000000,565.00000000,567.06000000
12,2018-06-10 12:00:00,1528632000000,566.67000000,569.43000000,563.40000000,564.62000000
13,2018-06-10 13:00:00,1528635600000,564.64000000,571.18000000,560.23000000,569.90000000
14,2018-06-10 14:00:00,1528639200000,569.90000000,570.43000000,565.15000000,566.50000000
15,2018-06-10 15:00:00,1528642800000,566.50000000,568.45000000,564.58000000,567.44000000
16,2018-06-10 16:00:00,1528646400000,567.08000000,567.50000000,561.79000000,561.79000000
17,2018-06-10 17:00:00,1528650000000,561.79000000,562.93000000,529.17000000,533.67000000
18,2018-06-10 18:00:00,1528653600000,535.00000000,541.71000000,523.68000000,532.21000000
19,2018-06-10 19:00:00,1528657200000,532.19000000,538.38000000,528.00000000,538.16000000
20,2018-06-10 20:00:00,1528660800000,538.52000000,538.70000000,521.56000000,522.61000000
21,2018-06-10 21:00:00,1528664400000,522.64000000,525.96000000,505.00000000,513.69000000
22,2018-06-10 22:00:00,1528668000000,513.70000000,516.99000000,501.13000000,504.94000000
23,2018-06-10 23:00:00,1528671600000,505.44000000,525.56000000,503.67000000,524.11000000
0,2018-06-11 00:00:00,1528675200000,524.64000000,524.64000000,514.12000000,515.60000000
1,2018-06-11 01:00:00,1528678800000,515.67000000,522.26000000,509.00000000,521.87000000
2,2018-06-11 02:00:00,1528682400000,522.20000000,534.18000000,519.85000000,530.43000000
3,2018-06-11 03:00:00,1528686000000,530.34000000,534.36000000,525.94000000,531.46000000
4,2018-06-11 04:00:00,1528689600000,531.46000000,535.50000000,528.29000000,534.88000000
5,2018-06-11 05:00:00,1528693200000,534.22000000,535.51000000,529.10000000,530.92000000
6,2018-06-11 06:00:00,1528696800000,530.92000000,533.39000000,526.33000000,530.17000000
7,2018-06-11 07:00:00,1528700400000,530.17000000,532.71000000,516.33000000,516.59000000
8,2018-06-11 08:00:00,1528704000000,516.59000000,534.37000000,515.68000000,532.30000000
9,2018-06-11 09:00:00,1528707600000,532.30000000,534.28000000,528.50000000,529.00000000
10,2018-06-11 10:00:00,1528711200000,528.84000000,530.99000000,518.11000000,530.51000000
11,2018-06-11 11:00:00,1528714800000,530.85000000,533.75000000,528.61000000,533.54000000
12,2018-06-11 12:00:00,1528718400000,533.54000000,534.00000000,526.03000000,529.55000000
13,2018-06-11 13:00:00,1528722000000,529.04000000,529.90000000,527.01000000,528.49000000
14,2018-06-11 14:00:00,1528725600000,528.49000000,528.51000000,518.00000000,520.36000000
15,2018-06-11 15:00:00,1528729200000,520.60000000,521.97000000,508.66000000,512.56000000
16,2018-06-11 16:00:00,1528732800000,512.56000000,521.74000000,512.40000000,521.00000000
17,2018-06-11 17:00:00,1528736400000,520.38000000,525.00000000,516.41000000,516.98000000
18,2018-06-11 18:00:00,1528740000000,516.98000000,520.63000000,509.01000000,518.00000000
19,2018-06-11 19:00:00,1528743600000,518.66000000,522.70000000,514.40000000,519.00000000
20,2018-06-11 20:00:00,1528747200000,519.01000000,519.70000000,514.31000000,515.93000000
21,2018-06-11 21:00:00,1528750800000,515.96000000,520.10000000,515.49000000,518.72000000
22,2018-06-11 22:00:00,1528754400000,518.71000000,525.00000000,516.73000000,524.33000000
23,2018-06-11 23:00:00,1528758000000,524.34000000,534.20000000,523.75000000,531.69000000
0,2018-06-12 00:00:00,1528761600000,531.08000000,531.98000000,525.33000000,527.03000000
1,2018-06-12 01:00:00,1528765200000,526.78000000,529.80000000,525.16000000,529.52000000
2,2018-06-12 02:00:00,1528768800000,529.49000000,533.27000000,520.00000000,531.97000000
3,2018-06-12 03:00:00,1528772400000,531.97000000,532.61000000,522.98000000,525.00000000
4,2018-06-12 04:00:00,1528776000000,524.95000000,533.00000000,524.61000000,529.36000000
5,2018-06-12 05:00:00,1528779600000,529.52000000,532.00000000,528.36000000,531.29000000
6,2018-06-12 06:00:00,1528783200000,531.29000000,534.08000000,530.56000000,531.80000000
7,2018-06-12 07:00:00,1528786800000,531.80000000,532.00000000,526.73000000,529.54000000
8,2018-06-12 08:00:00,1528790400000,529.53000000,538.88000000,527.19000000,535.69000000
9,2018-06-12 09:00:00,1528794000000,535.05000000,537.12000000,534.58000000,535.73000000
10,2018-06-12 10:00:00,1528797600000,535.74000000,536.17000000,531.33000000,531.55000000
11,2018-06-12 11:00:00,1528801200000,531.75000000,533.06000000,528.01000000,531.87000000
12,2018-06-12 12:00:00,1528804800000,532.34000000,532.90000000,520.30000000,521.27000000
13,2018-06-12 13:00:00,1528808400000,521.41000000,523.90000000,519.00000000,521.47000000
14,2018-06-12 14:00:00,1528812000000,521.44000000,527.95000000,520.30000000,523.79000000
15,2018-06-12 15:00:00,1528815600000,523.78000000,524.66000000,521.71000000,524.66000000
16,2018-06-12 16:00:00,1528819200000,524.67000000,524.86000000,514.54000000,518.56000000
17,2018-06-12 17:00:00,1528822800000,518.64000000,521.36000000,514.50000000,515.75000000
18,2018-06-12 18:00:00,1528826400000,516.09000000,517.00000000,505.16000000,507.00000000
19,2018-06-12 19:00:00,1528830000000,506.72000000,507.01000000,483.50000000,491.34000000
20,2018-06-12 20:00:00,1528833600000,491.70000000,494.32000000,484.00000000,490.41000000
21,2018-06-12 21:00:00,1528837200000,490.13000000,491.50000000,486.42000000,490.84000000
22,2018-06-12 22:00:00,1528840800000,490.45000000,490.85000000,486.56000000,490.08000000
23,2018-06-12 23:00:00,1528844400000,489.58000000,496.50000000,482.00000000,493.00000000
0,2018-06-13 00:00:00,1528848000000,493.00000000,496.74000000,490.73000000,493.35000000
1,2018-06-13 01:00:00,1528851600000,493.41000000,497.30000000,492.14000000,496.88000000
2,2018-06-13 02:00:00,1528855200000,496.88000000,501.97000000,495.45000000,499.52000000
3,2018-06-13 03:00:00,1528858800000,499.53000000,500.57000000,497.00000000,497.77000000
4,2018-06-13 04:00:00,1528862400000,497.76000000,497.80000000,488.41000000,497.05000000
5,2018-06-13 05:00:00,1528866000000,497.47000000,499.50000000,492.59000000,492.84000000
6,2018-06-13 06:00:00,1528869600000,492.86000000,494.85000000,492.50000000,493.99000000
7,2018-06-13 07:00:00,1528873200000,493.50000000,495.49000000,489.19000000,489.99000000
8,2018-06-13 08:00:00,1528876800000,489.99000000,490.50000000,474.30000000,478.47000000
9,2018-06-13 09:00:00,1528880400000,478.48000000,482.27000000,461.00000000,465.49000000
10,2018-06-13 10:00:00,1528884000000,465.49000000,476.27000000,464.99000000,467.90000000
11,2018-06-13 11:00:00,1528887600000,467.90000000,476.01000000,463.96000000,476.01000000
12,2018-06-13 12:00:00,1528891200000,476.00000000,479.52000000,470.25000000,478.00000000
13,2018-06-13 13:00:00,1528894800000,478.18000000,480.99000000,473.70000000,474.97000000
14,2018-06-13 14:00:00,1528898400000,474.93000000,475.00000000,467.55000000,468.48000000
15,2018-06-13 15:00:00,1528902000000,468.48000000,473.34000000,460.24000000,462.78000000
16,2018-06-13 16:00:00,1528905600000,463.17000000,469.57000000,449.06000000,466.19000000
17,2018-06-13 17:00:00,1528909200000,466.52000000,474.35000000,459.49000000,473.35000000
18,2018-06-13 18:00:00,1528912800000,473.40000000,479.89000000,469.17000000,475.24000000
19,2018-06-13 19:00:00,1528916400000,475.25000000,476.38000000,465.52000000,468.16000000
20,2018-06-13 20:00:00,1528920000000,467.85000000,472.05000000,463.86000000,469.94000000
21,2018-06-13 21:00:00,1528923600000,470.31000000,472.83000000,464.01000000,468.96000000
