,filters,batch_size,kernel_size,dilation_rate,num_res_blocks,lookback_window,forecast_window,test_partition
406,128.0,24.0,64.0,3.0,0.0,168.0,6.0,1.0
407,128.0,24.0,64.0,3.0,0.0,168.0,6.0,2.0
408,128.0,24.0,64.0,3.0,0.0,168.0,6.0,3.0
409,128.0,24.0,64.0,3.0,0.0,168.0,6.0,4.0
410,128.0,24.0,64.0,3.0,0.0,168.0,12.0,0.0
411,128.0,24.0,64.0,3.0,0.0,168.0,12.0,1.0
412,128.0,24.0,64.0,3.0,0.0,168.0,12.0,2.0
413,128.0,24.0,64.0,3.0,0.0,168.0,12.0,3.0
414,128.0,24.0,64.0,3.0,0.0,168.0,12.0,4.0
415,128.0,24.0,64.0,3.0,0.0,168.0,24.0,0.0
416,128.0,24.0,64.0,3.0,0.0,168.0,24.0,1.0
417,128.0,24.0,64.0,3.0,0.0,168.0,24.0,2.0
418,128.0,24.0,64.0,3.0,0.0,168.0,24.0,3.0
419,128.0,24.0,64.0,3.0,0.0,168.0,24.0,4.0
420,128.0,24.0,64.0,3.0,0.0,336.0,6.0,0.0
421,128.0,24.0,64.0,3.0,0.0,336.0,6.0,1.0
422,128.0,24.0,64.0,3.0,0.0,336.0,6.0,2.0
423,128.0,24.0,64.0,3.0,0.0,336.0,6.0,3.0
424,128.0,24.0,64.0,3.0,0.0,336.0,6.0,4.0
425,128.0,24.0,64.0,3.0,0.0,336.0,12.0,0.0
426,128.0,24.0,64.0,3.0,0.0,336.0,12.0,1.0
427,128.0,24.0,64.0,3.0,0.0,336.0,12.0,2.0
428,128.0,24.0,64.0,3.0,0.0,336.0,12.0,3.0
429,128.0,24.0,64.0,3.0,0.0,336.0,12.0,4.0
430,128.0,24.0,64.0,3.0,0.0,336.0,24.0,0.0
431,128.0,24.0,64.0,3.0,0.0,336.0,24.0,1.0
432,128.0,24.0,64.0,3.0,0.0,336.0,24.0,2.0
433,128.0,24.0,64.0,3.0,0.0,336.0,24.0,3.0
434,128.0,24.0,64.0,3.0,0.0,336.0,24.0,4.0
435,128.0,24.0,64.0,3.0,0.0,672.0,6.0,0.0
436,128.0,24.0,64.0,3.0,0.0,672.0,6.0,1.0
437,128.0,24.0,64.0,3.0,0.0,672.0,6.0,2.0
438,128.0,24.0,64.0,3.0,0.0,672.0,6.0,3.0
439,128.0,24.0,64.0,3.0,0.0,672.0,6.0,4.0
440,128.0,24.0,64.0,3.0,0.0,672.0,12.0,0.0
441,128.0,24.0,64.0,3.0,0.0,672.0,12.0,1.0
442,128.0,24.0,64.0,3.0,0.0,672.0,12.0,2.0
443,128.0,24.0,64.0,3.0,0.0,672.0,12.0,3.0
444,128.0,24.0,64.0,3.0,0.0,672.0,12.0,4.0
445,128.0,24.0,64.0,3.0,0.0,672.0,24.0,0.0
446,128.0,24.0,64.0,3.0,0.0,672.0,24.0,1.0
447,128.0,24.0,64.0,3.0,0.0,672.0,24.0,2.0
448,128.0,24.0,64.0,3.0,0.0,672.0,24.0,3.0
449,128.0,24.0,64.0,3.0,0.0,672.0,24.0,4.0
450,128.0,24.0,64.0,3.0,1.0,168.0,6.0,0.0
451,128.0,24.0,64.0,3.0,1.0,168.0,6.0,1.0
452,128.0,24.0,64.0,3.0,1.0,168.0,6.0,2.0
453,128.0,24.0,64.0,3.0,1.0,168.0,6.0,3.0
454,128.0,24.0,64.0,3.0,1.0,168.0,6.0,4.0
455,128.0,24.0,64.0,3.0,1.0,168.0,12.0,0.0
456,128.0,24.0,64.0,3.0,1.0,168.0,12.0,1.0
457,128.0,24.0,64.0,3.0,1.0,168.0,12.0,2.0
458,128.0,24.0,64.0,3.0,1.0,168.0,12.0,3.0
459,128.0,24.0,64.0,3.0,1.0,168.0,12.0,4.0
460,128.0,24.0,64.0,3.0,1.0,168.0,24.0,0.0
461,128.0,24.0,64.0,3.0,1.0,168.0,24.0,1.0
462,128.0,24.0,64.0,3.0,1.0,168.0,24.0,2.0
463,128.0,24.0,64.0,3.0,1.0,168.0,24.0,3.0
464,128.0,24.0,64.0,3.0,1.0,168.0,24.0,4.0
465,128.0,24.0,64.0,3.0,1.0,336.0,6.0,0.0
466,128.0,24.0,64.0,3.0,1.0,336.0,6.0,1.0
467,128.0,24.0,64.0,3.0,1.0,336.0,6.0,2.0
468,128.0,24.0,64.0,3.0,1.0,336.0,6.0,3.0
469,128.0,24.0,64.0,3.0,1.0,336.0,6.0,4.0
470,128.0,24.0,64.0,3.0,1.0,336.0,12.0,0.0
471,128.0,24.0,64.0,3.0,1.0,336.0,12.0,1.0
472,128.0,24.0,64.0,3.0,1.0,336.0,12.0,2.0
473,128.0,24.0,64.0,3.0,1.0,336.0,12.0,3.0
474,128.0,24.0,64.0,3.0,1.0,336.0,12.0,4.0
475,128.0,24.0,64.0,3.0,1.0,336.0,24.0,0.0
476,128.0,24.0,64.0,3.0,1.0,336.0,24.0,1.0
477,128.0,24.0,64.0,3.0,1.0,336.0,24.0,2.0
478,128.0,24.0,64.0,3.0,1.0,336.0,24.0,3.0
479,128.0,24.0,64.0,3.0,1.0,336.0,24.0,4.0
480,128.0,24.0,64.0,3.0,1.0,672.0,6.0,0.0
481,128.0,24.0,64.0,3.0,1.0,672.0,6.0,1.0
482,128.0,24.0,64.0,3.0,1.0,672.0,6.0,2.0
483,128.0,24.0,64.0,3.0,1.0,672.0,6.0,3.0
484,128.0,24.0,64.0,3.0,1.0,672.0,6.0,4.0
485,128.0,24.0,64.0,3.0,1.0,672.0,12.0,0.0
486,128.0,24.0,64.0,3.0,1.0,672.0,12.0,1.0
487,128.0,24.0,64.0,3.0,1.0,672.0,12.0,2.0
488,128.0,24.0,64.0,3.0,1.0,672.0,12.0,3.0
489,128.0,24.0,64.0,3.0,1.0,672.0,12.0,4.0
490,128.0,24.0,64.0,3.0,1.0,672.0,24.0,0.0
491,128.0,24.0,64.0,3.0,1.0,672.0,24.0,1.0
492,128.0,24.0,64.0,3.0,1.0,672.0,24.0,2.0
493,128.0,24.0,64.0,3.0,1.0,672.0,24.0,3.0
494,128.0,24.0,64.0,3.0,1.0,672.0,24.0,4.0
495,128.0,24.0,64.0,3.0,2.0,168.0,6.0,0.0
496,128.0,24.0,64.0,3.0,2.0,168.0,6.0,1.0
497,128.0,24.0,64.0,3.0,2.0,168.0,6.0,2.0
498,128.0,24.0,64.0,3.0,2.0,168.0,6.0,3.0
499,128.0,24.0,64.0,3.0,2.0,168.0,6.0,4.0
500,128.0,24.0,64.0,3.0,2.0,168.0,12.0,0.0
501,128.0,24.0,64.0,3.0,2.0,168.0,12.0,1.0
502,128.0,24.0,64.0,3.0,2.0,168.0,12.0,2.0
503,128.0,24.0,64.0,3.0,2.0,168.0,12.0,3.0
504,128.0,24.0,64.0,3.0,2.0,168.0,12.0,4.0
505,128.0,24.0,64.0,3.0,2.0,168.0,24.0,0.0
506,128.0,24.0,64.0,3.0,2.0,168.0,24.0,1.0
507,128.0,24.0,64.0,3.0,2.0,168.0,24.0,2.0
508,128.0,24.0,64.0,3.0,2.0,168.0,24.0,3.0
509,128.0,24.0,64.0,3.0,2.0,168.0,24.0,4.0
510,128.0,24.0,64.0,3.0,2.0,336.0,6.0,0.0
511,128.0,24.0,64.0,3.0,2.0,336.0,6.0,1.0
512,128.0,24.0,64.0,3.0,2.0,336.0,6.0,2.0
513,128.0,24.0,64.0,3.0,2.0,336.0,6.0,3.0
514,128.0,24.0,64.0,3.0,2.0,336.0,6.0,4.0
515,128.0,24.0,64.0,3.0,2.0,336.0,12.0,0.0
516,128.0,24.0,64.0,3.0,2.0,336.0,12.0,1.0
517,128.0,24.0,64.0,3.0,2.0,336.0,12.0,2.0
518,128.0,24.0,64.0,3.0,2.0,336.0,12.0,3.0
519,128.0,24.0,64.0,3.0,2.0,336.0,12.0,4.0
520,128.0,24.0,64.0,3.0,2.0,336.0,24.0,0.0
521,128.0,24.0,64.0,3.0,2.0,336.0,24.0,1.0
522,128.0,24.0,64.0,3.0,2.0,336.0,24.0,2.0
523,128.0,24.0,64.0,3.0,2.0,336.0,24.0,3.0
524,128.0,24.0,64.0,3.0,2.0,336.0,24.0,4.0
525,128.0,24.0,64.0,3.0,2.0,672.0,6.0,0.0
526,128.0,24.0,64.0,3.0,2.0,672.0,6.0,1.0
527,128.0,24.0,64.0,3.0,2.0,672.0,6.0,2.0
528,128.0,24.0,64.0,3.0,2.0,672.0,6.0,3.0
529,128.0,24.0,64.0,3.0,2.0,672.0,6.0,4.0
530,128.0,24.0,64.0,3.0,2.0,672.0,12.0,0.0
531,128.0,24.0,64.0,3.0,2.0,672.0,12.0,1.0
532,128.0,24.0,64.0,3.0,2.0,672.0,12.0,2.0
533,128.0,24.0,64.0,3.0,2.0,672.0,12.0,3.0
534,128.0,24.0,64.0,3.0,2.0,672.0,12.0,4.0
535,128.0,24.0,64.0,3.0,2.0,672.0,24.0,0.0
536,128.0,24.0,64.0,3.0,2.0,672.0,24.0,1.0
537,128.0,24.0,64.0,3.0,2.0,672.0,24.0,2.0
538,128.0,24.0,64.0,3.0,2.0,672.0,24.0,3.0
539,128.0,24.0,64.0,3.0,2.0,672.0,24.0,4.0
540,128.0,24.0,64.0,5.0,0.0,168.0,6.0,0.0
541,128.0,24.0,64.0,5.0,0.0,168.0,6.0,1.0
542,128.0,24.0,64.0,5.0,0.0,168.0,6.0,2.0
543,128.0,24.0,64.0,5.0,0.0,168.0,6.0,3.0
544,128.0,24.0,64.0,5.0,0.0,168.0,6.0,4.0
545,128.0,24.0,64.0,5.0,0.0,168.0,12.0,0.0
546,128.0,24.0,64.0,5.0,0.0,168.0,12.0,1.0
547,128.0,24.0,64.0,5.0,0.0,168.0,12.0,2.0
548,128.0,24.0,64.0,5.0,0.0,168.0,12.0,3.0
549,128.0,24.0,64.0,5.0,0.0,168.0,12.0,4.0
550,128.0,24.0,64.0,5.0,0.0,168.0,24.0,0.0
551,128.0,24.0,64.0,5.0,0.0,168.0,24.0,1.0
552,128.0,24.0,64.0,5.0,0.0,168.0,24.0,2.0
553,128.0,24.0,64.0,5.0,0.0,168.0,24.0,3.0
554,128.0,24.0,64.0,5.0,0.0,168.0,24.0,4.0
555,128.0,24.0,64.0,5.0,0.0,336.0,6.0,0.0
556,128.0,24.0,64.0,5.0,0.0,336.0,6.0,1.0
557,128.0,24.0,64.0,5.0,0.0,336.0,6.0,2.0
558,128.0,24.0,64.0,5.0,0.0,336.0,6.0,3.0
559,128.0,24.0,64.0,5.0,0.0,336.0,6.0,4.0
560,128.0,24.0,64.0,5.0,0.0,336.0,12.0,0.0
561,128.0,24.0,64.0,5.0,0.0,336.0,12.0,1.0
562,128.0,24.0,64.0,5.0,0.0,336.0,12.0,2.0
563,128.0,24.0,64.0,5.0,0.0,336.0,12.0,3.0
564,128.0,24.0,64.0,5.0,0.0,336.0,12.0,4.0
565,128.0,24.0,64.0,5.0,0.0,336.0,24.0,0.0
566,128.0,24.0,64.0,5.0,0.0,336.0,24.0,1.0
567,128.0,24.0,64.0,5.0,0.0,336.0,24.0,2.0
568,128.0,24.0,64.0,5.0,0.0,336.0,24.0,3.0
569,128.0,24.0,64.0,5.0,0.0,336.0,24.0,4.0
570,128.0,24.0,64.0,5.0,0.0,672.0,6.0,0.0
571,128.0,24.0,64.0,5.0,0.0,672.0,6.0,1.0
572,128.0,24.0,64.0,5.0,0.0,672.0,6.0,2.0
573,128.0,24.0,64.0,5.0,0.0,672.0,6.0,3.0
574,128.0,24.0,64.0,5.0,0.0,672.0,6.0,4.0
575,128.0,24.0,64.0,5.0,0.0,672.0,12.0,0.0
576,128.0,24.0,64.0,5.0,0.0,672.0,12.0,1.0
577,128.0,24.0,64.0,5.0,0.0,672.0,12.0,2.0
578,128.0,24.0,64.0,5.0,0.0,672.0,12.0,3.0
579,128.0,24.0,64.0,5.0,0.0,672.0,12.0,4.0
580,128.0,24.0,64.0,5.0,0.0,672.0,24.0,0.0
581,128.0,24.0,64.0,5.0,0.0,672.0,24.0,1.0
582,128.0,24.0,64.0,5.0,0.0,672.0,24.0,2.0
583,128.0,24.0,64.0,5.0,0.0,672.0,24.0,3.0
584,128.0,24.0,64.0,5.0,0.0,672.0,24.0,4.0
585,128.0,24.0,64.0,5.0,1.0,168.0,6.0,0.0
586,128.0,24.0,64.0,5.0,1.0,168.0,6.0,1.0
587,128.0,24.0,64.0,5.0,1.0,168.0,6.0,2.0
588,128.0,24.0,64.0,5.0,1.0,168.0,6.0,3.0
589,128.0,24.0,64.0,5.0,1.0,168.0,6.0,4.0
590,128.0,24.0,64.0,5.0,1.0,168.0,12.0,0.0
591,128.0,24.0,64.0,5.0,1.0,168.0,12.0,1.0
592,128.0,24.0,64.0,5.0,1.0,168.0,12.0,2.0
593,128.0,24.0,64.0,5.0,1.0,168.0,12.0,3.0
594,128.0,24.0,64.0,5.0,1.0,168.0,12.0,4.0
595,128.0,24.0,64.0,5.0,1.0,168.0,24.0,0.0
596,128.0,24.0,64.0,5.0,1.0,168.0,24.0,1.0
597,128.0,24.0,64.0,5.0,1.0,168.0,24.0,2.0
598,128.0,24.0,64.0,5.0,1.0,168.0,24.0,3.0
599,128.0,24.0,64.0,5.0,1.0,168.0,24.0,4.0
600,128.0,24.0,64.0,5.0,1.0,336.0,6.0,0.0
601,128.0,24.0,64.0,5.0,1.0,336.0,6.0,1.0
602,128.0,24.0,64.0,5.0,1.0,336.0,6.0,2.0
603,128.0,24.0,64.0,5.0,1.0,336.0,6.0,3.0
604,128.0,24.0,64.0,5.0,1.0,336.0,6.0,4.0
605,128.0,24.0,64.0,5.0,1.0,336.0,12.0,0.0
606,128.0,24.0,64.0,5.0,1.0,336.0,12.0,1.0
607,128.0,24.0,64.0,5.0,1.0,336.0,12.0,2.0
608,128.0,24.0,64.0,5.0,1.0,336.0,12.0,3.0
609,128.0,24.0,64.0,5.0,1.0,336.0,12.0,4.0
610,128.0,24.0,64.0,5.0,1.0,336.0,24.0,0.0
611,128.0,24.0,64.0,5.0,1.0,336.0,24.0,1.0
612,128.0,24.0,64.0,5.0,1.0,336.0,24.0,2.0
613,128.0,24.0,64.0,5.0,1.0,336.0,24.0,3.0
614,128.0,24.0,64.0,5.0,1.0,336.0,24.0,4.0
615,128.0,24.0,64.0,5.0,1.0,672.0,6.0,0.0
616,128.0,24.0,64.0,5.0,1.0,672.0,6.0,1.0
617,128.0,24.0,64.0,5.0,1.0,672.0,6.0,2.0
618,128.0,24.0,64.0,5.0,1.0,672.0,6.0,3.0
619,128.0,24.0,64.0,5.0,1.0,672.0,6.0,4.0
620,128.0,24.0,64.0,5.0,1.0,672.0,12.0,0.0
621,128.0,24.0,64.0,5.0,1.0,672.0,12.0,1.0
622,128.0,24.0,64.0,5.0,1.0,672.0,12.0,2.0
623,128.0,24.0,64.0,5.0,1.0,672.0,12.0,3.0
624,128.0,24.0,64.0,5.0,1.0,672.0,12.0,4.0
625,128.0,24.0,64.0,5.0,1.0,672.0,24.0,0.0
626,128.0,24.0,64.0,5.0,1.0,672.0,24.0,1.0
627,128.0,24.0,64.0,5.0,1.0,672.0,24.0,2.0
628,128.0,24.0,64.0,5.0,1.0,672.0,24.0,3.0
629,128.0,24.0,64.0,5.0,1.0,672.0,24.0,4.0
630,128.0,24.0,64.0,5.0,2.0,168.0,6.0,0.0
631,128.0,24.0,64.0,5.0,2.0,168.0,6.0,1.0
632,128.0,24.0,64.0,5.0,2.0,168.0,6.0,2.0
633,128.0,24.0,64.0,5.0,2.0,168.0,6.0,3.0
634,128.0,24.0,64.0,5.0,2.0,168.0,6.0,4.0
635,128.0,24.0,64.0,5.0,2.0,168.0,12.0,0.0
636,128.0,24.0,64.0,5.0,2.0,168.0,12.0,1.0
637,128.0,24.0,64.0,5.0,2.0,168.0,12.0,2.0
638,128.0,24.0,64.0,5.0,2.0,168.0,12.0,3.0
639,128.0,24.0,64.0,5.0,2.0,168.0,12.0,4.0
640,128.0,24.0,64.0,5.0,2.0,168.0,24.0,0.0
641,128.0,24.0,64.0,5.0,2.0,168.0,24.0,1.0
642,128.0,24.0,64.0,5.0,2.0,168.0,24.0,2.0
643,128.0,24.0,64.0,5.0,2.0,168.0,24.0,3.0
644,128.0,24.0,64.0,5.0,2.0,168.0,24.0,4.0
645,128.0,24.0,64.0,5.0,2.0,336.0,6.0,0.0
646,128.0,24.0,64.0,5.0,2.0,336.0,6.0,1.0
647,128.0,24.0,64.0,5.0,2.0,336.0,6.0,2.0
648,128.0,24.0,64.0,5.0,2.0,336.0,6.0,3.0
649,128.0,24.0,64.0,5.0,2.0,336.0,6.0,4.0
650,128.0,24.0,64.0,5.0,2.0,336.0,12.0,0.0
651,128.0,24.0,64.0,5.0,2.0,336.0,12.0,1.0
652,128.0,24.0,64.0,5.0,2.0,336.0,12.0,2.0
653,128.0,24.0,64.0,5.0,2.0,336.0,12.0,3.0
654,128.0,24.0,64.0,5.0,2.0,336.0,12.0,4.0
655,128.0,24.0,64.0,5.0,2.0,336.0,24.0,0.0
656,128.0,24.0,64.0,5.0,2.0,336.0,24.0,1.0
657,128.0,24.0,64.0,5.0,2.0,336.0,24.0,2.0
658,128.0,24.0,64.0,5.0,2.0,336.0,24.0,3.0
659,128.0,24.0,64.0,5.0,2.0,336.0,24.0,4.0
660,128.0,24.0,64.0,5.0,2.0,672.0,6.0,0.0
661,128.0,24.0,64.0,5.0,2.0,672.0,6.0,1.0
662,128.0,24.0,64.0,5.0,2.0,672.0,6.0,2.0
663,128.0,24.0,64.0,5.0,2.0,672.0,6.0,3.0
664,128.0,24.0,64.0,5.0,2.0,672.0,6.0,4.0
665,128.0,24.0,64.0,5.0,2.0,672.0,12.0,0.0
666,128.0,24.0,64.0,5.0,2.0,672.0,12.0,1.0
667,128.0,24.0,64.0,5.0,2.0,672.0,12.0,2.0
668,128.0,24.0,64.0,5.0,2.0,672.0,12.0,3.0
669,128.0,24.0,64.0,5.0,2.0,672.0,12.0,4.0
670,128.0,24.0,64.0,5.0,2.0,672.0,24.0,0.0
671,128.0,24.0,64.0,5.0,2.0,672.0,24.0,1.0
672,128.0,24.0,64.0,5.0,2.0,672.0,24.0,2.0
673,128.0,24.0,64.0,5.0,2.0,672.0,24.0,3.0
674,128.0,24.0,64.0,5.0,2.0,672.0,24.0,4.0
675,128.0,24.0,64.0,16.0,0.0,168.0,6.0,0.0
676,128.0,24.0,64.0,16.0,0.0,168.0,6.0,1.0
677,128.0,24.0,64.0,16.0,0.0,168.0,6.0,2.0
678,128.0,24.0,64.0,16.0,0.0,168.0,6.0,3.0
679,128.0,24.0,64.0,16.0,0.0,168.0,6.0,4.0
680,128.0,24.0,64.0,16.0,0.0,168.0,12.0,0.0
681,128.0,24.0,64.0,16.0,0.0,168.0,12.0,1.0
682,128.0,24.0,64.0,16.0,0.0,168.0,12.0,2.0
683,128.0,24.0,64.0,16.0,0.0,168.0,12.0,3.0
684,128.0,24.0,64.0,16.0,0.0,168.0,12.0,4.0
685,128.0,24.0,64.0,16.0,0.0,168.0,24.0,0.0
686,128.0,24.0,64.0,16.0,0.0,168.0,24.0,1.0
687,128.0,24.0,64.0,16.0,0.0,168.0,24.0,2.0
688,128.0,24.0,64.0,16.0,0.0,168.0,24.0,3.0
689,128.0,24.0,64.0,16.0,0.0,168.0,24.0,4.0
690,128.0,24.0,64.0,16.0,0.0,336.0,6.0,0.0
691,128.0,24.0,64.0,16.0,0.0,336.0,6.0,1.0
692,128.0,24.0,64.0,16.0,0.0,336.0,6.0,2.0
693,128.0,24.0,64.0,16.0,0.0,336.0,6.0,3.0
694,128.0,24.0,64.0,16.0,0.0,336.0,6.0,4.0
695,128.0,24.0,64.0,16.0,0.0,336.0,12.0,0.0
696,128.0,24.0,64.0,16.0,0.0,336.0,12.0,1.0
697,128.0,24.0,64.0,16.0,0.0,336.0,12.0,2.0
698,128.0,24.0,64.0,16.0,0.0,336.0,12.0,3.0
699,128.0,24.0,64.0,16.0,0.0,336.0,12.0,4.0
700,128.0,24.0,64.0,16.0,0.0,336.0,24.0,0.0
701,128.0,24.0,64.0,16.0,0.0,336.0,24.0,1.0
702,128.0,24.0,64.0,16.0,0.0,336.0,24.0,2.0
703,128.0,24.0,64.0,16.0,0.0,336.0,24.0,3.0
704,128.0,24.0,64.0,16.0,0.0,336.0,24.0,4.0
705,128.0,24.0,64.0,16.0,0.0,672.0,6.0,0.0
706,128.0,24.0,64.0,16.0,0.0,672.0,6.0,1.0
707,128.0,24.0,64.0,16.0,0.0,672.0,6.0,2.0
708,128.0,24.0,64.0,16.0,0.0,672.0,6.0,3.0
709,128.0,24.0,64.0,16.0,0.0,672.0,6.0,4.0
710,128.0,24.0,64.0,16.0,0.0,672.0,12.0,0.0
711,128.0,24.0,64.0,16.0,0.0,672.0,12.0,1.0
712,128.0,24.0,64.0,16.0,0.0,672.0,12.0,2.0
713,128.0,24.0,64.0,16.0,0.0,672.0,12.0,3.0
714,128.0,24.0,64.0,16.0,0.0,672.0,12.0,4.0
715,128.0,24.0,64.0,16.0,0.0,672.0,24.0,0.0
716,128.0,24.0,64.0,16.0,0.0,672.0,24.0,1.0
717,128.0,24.0,64.0,16.0,0.0,672.0,24.0,2.0
718,128.0,24.0,64.0,16.0,0.0,672.0,24.0,3.0
719,128.0,24.0,64.0,16.0,0.0,672.0,24.0,4.0
720,128.0,24.0,64.0,16.0,1.0,168.0,6.0,0.0
721,128.0,24.0,64.0,16.0,1.0,168.0,6.0,1.0
722,128.0,24.0,64.0,16.0,1.0,168.0,6.0,2.0
723,128.0,24.0,64.0,16.0,1.0,168.0,6.0,3.0
724,128.0,24.0,64.0,16.0,1.0,168.0,6.0,4.0
725,128.0,24.0,64.0,16.0,1.0,168.0,12.0,0.0
726,128.0,24.0,64.0,16.0,1.0,168.0,12.0,1.0
727,128.0,24.0,64.0,16.0,1.0,168.0,12.0,2.0
728,128.0,24.0,64.0,16.0,1.0,168.0,12.0,3.0
729,128.0,24.0,64.0,16.0,1.0,168.0,12.0,4.0
730,128.0,24.0,64.0,16.0,1.0,168.0,24.0,0.0
731,128.0,24.0,64.0,16.0,1.0,168.0,24.0,1.0
732,128.0,24.0,64.0,16.0,1.0,168.0,24.0,2.0
733,128.0,24.0,64.0,16.0,1.0,168.0,24.0,3.0
734,128.0,24.0,64.0,16.0,1.0,168.0,24.0,4.0
735,128.0,24.0,64.0,16.0,1.0,336.0,6.0,0.0
736,128.0,24.0,64.0,16.0,1.0,336.0,6.0,1.0
737,128.0,24.0,64.0,16.0,1.0,336.0,6.0,2.0
738,128.0,24.0,64.0,16.0,1.0,336.0,6.0,3.0
739,128.0,24.0,64.0,16.0,1.0,336.0,6.0,4.0
740,128.0,24.0,64.0,16.0,1.0,336.0,12.0,0.0
741,128.0,24.0,64.0,16.0,1.0,336.0,12.0,1.0
742,128.0,24.0,64.0,16.0,1.0,336.0,12.0,2.0
743,128.0,24.0,64.0,16.0,1.0,336.0,12.0,3.0
744,128.0,24.0,64.0,16.0,1.0,336.0,12.0,4.0
745,128.0,24.0,64.0,16.0,1.0,336.0,24.0,0.0
746,128.0,24.0,64.0,16.0,1.0,336.0,24.0,1.0
747,128.0,24.0,64.0,16.0,1.0,336.0,24.0,2.0
748,128.0,24.0,64.0,16.0,1.0,336.0,24.0,3.0
749,128.0,24.0,64.0,16.0,1.0,336.0,24.0,4.0
750,128.0,24.0,64.0,16.0,1.0,672.0,6.0,0.0
751,128.0,24.0,64.0,16.0,1.0,672.0,6.0,1.0
752,128.0,24.0,64.0,16.0,1.0,672.0,6.0,2.0
753,128.0,24.0,64.0,16.0,1.0,672.0,6.0,3.0
754,128.0,24.0,64.0,16.0,1.0,672.0,6.0,4.0
755,128.0,24.0,64.0,16.0,1.0,672.0,12.0,0.0
756,128.0,24.0,64.0,16.0,1.0,672.0,12.0,1.0
757,128.0,24.0,64.0,16.0,1.0,672.0,12.0,2.0
758,128.0,24.0,64.0,16.0,1.0,672.0,12.0,3.0
759,128.0,24.0,64.0,16.0,1.0,672.0,12.0,4.0
760,128.0,24.0,64.0,16.0,1.0,672.0,24.0,0.0
761,128.0,24.0,64.0,16.0,1.0,672.0,24.0,1.0
762,128.0,24.0,64.0,16.0,1.0,672.0,24.0,2.0
763,128.0,24.0,64.0,16.0,1.0,672.0,24.0,3.0
764,128.0,24.0,64.0,16.0,1.0,672.0,24.0,4.0
765,128.0,24.0,64.0,16.0,2.0,168.0,6.0,0.0
766,128.0,24.0,64.0,16.0,2.0,168.0,6.0,1.0
767,128.0,24.0,64.0,16.0,2.0,168.0,6.0,2.0
768,128.0,24.0,64.0,16.0,2.0,168.0,6.0,3.0
769,128.0,24.0,64.0,16.0,2.0,168.0,6.0,4.0
770,128.0,24.0,64.0,16.0,2.0,168.0,12.0,0.0
771,128.0,24.0,64.0,16.0,2.0,168.0,12.0,1.0
772,128.0,24.0,64.0,16.0,2.0,168.0,12.0,2.0
773,128.0,24.0,64.0,16.0,2.0,168.0,12.0,3.0
774,128.0,24.0,64.0,16.0,2.0,168.0,12.0,4.0
775,128.0,24.0,64.0,16.0,2.0,168.0,24.0,0.0
776,128.0,24.0,64.0,16.0,2.0,168.0,24.0,1.0
777,128.0,24.0,64.0,16.0,2.0,168.0,24.0,2.0
778,128.0,24.0,64.0,16.0,2.0,168.0,24.0,3.0
779,128.0,24.0,64.0,16.0,2.0,168.0,24.0,4.0
780,128.0,24.0,64.0,16.0,2.0,336.0,6.0,0.0
781,128.0,24.0,64.0,16.0,2.0,336.0,6.0,1.0
782,128.0,24.0,64.0,16.0,2.0,336.0,6.0,2.0
783,128.0,24.0,64.0,16.0,2.0,336.0,6.0,3.0
784,128.0,24.0,64.0,16.0,2.0,336.0,6.0,4.0
785,128.0,24.0,64.0,16.0,2.0,336.0,12.0,0.0
786,128.0,24.0,64.0,16.0,2.0,336.0,12.0,1.0
787,128.0,24.0,64.0,16.0,2.0,336.0,12.0,2.0
788,128.0,24.0,64.0,16.0,2.0,336.0,12.0,3.0
789,128.0,24.0,64.0,16.0,2.0,336.0,12.0,4.0
790,128.0,24.0,64.0,16.0,2.0,336.0,24.0,0.0
791,128.0,24.0,64.0,16.0,2.0,336.0,24.0,1.0
792,128.0,24.0,64.0,16.0,2.0,336.0,24.0,2.0
793,128.0,24.0,64.0,16.0,2.0,336.0,24.0,3.0
794,128.0,24.0,64.0,16.0,2.0,336.0,24.0,4.0
795,128.0,24.0,64.0,16.0,2.0,672.0,6.0,0.0
796,128.0,24.0,64.0,16.0,2.0,672.0,6.0,1.0
797,128.0,24.0,64.0,16.0,2.0,672.0,6.0,2.0
798,128.0,24.0,64.0,16.0,2.0,672.0,6.0,3.0
799,128.0,24.0,64.0,16.0,2.0,672.0,6.0,4.0
800,128.0,24.0,64.0,16.0,2.0,672.0,12.0,0.0
801,128.0,24.0,64.0,16.0,2.0,672.0,12.0,1.0
802,128.0,24.0,64.0,16.0,2.0,672.0,12.0,2.0
803,128.0,24.0,64.0,16.0,2.0,672.0,12.0,3.0
804,128.0,24.0,64.0,16.0,2.0,672.0,12.0,4.0
805,128.0,24.0,64.0,16.0,2.0,672.0,24.0,0.0
806,128.0,24.0,64.0,16.0,2.0,672.0,24.0,1.0
807,128.0,24.0,64.0,16.0,2.0,672.0,24.0,2.0
808,128.0,24.0,64.0,16.0,2.0,672.0,24.0,3.0
809,128.0,24.0,64.0,16.0,2.0,672.0,24.0,4.0
810,128.0,48.0,128.0,3.0,0.0,168.0,6.0,0.0
811,128.0,48.0,128.0,3.0,0.0,168.0,6.0,1.0
812,128.0,48.0,128.0,3.0,0.0,168.0,6.0,2.0
813,128.0,48.0,128.0,3.0,0.0,168.0,6.0,3.0
814,128.0,48.0,128.0,3.0,0.0,168.0,6.0,4.0
815,128.0,48.0,128.0,3.0,0.0,168.0,12.0,0.0
