Timestamp,Open,High,Low,Close,Volume,symbol,Date
1608684660.0,634.62,634.62,634.09,634.19,102.73677,ETH/BUSD,2020-12-23 00:51:00
1608684720.0,634.15,634.71,634.15,634.69,90.08576,ETH/BUSD,2020-12-23 00:52:00
1608684780.0,634.72,636.0,634.72,635.94,336.19762,ETH/BUSD,2020-12-23 00:53:00
1608684840.0,636.0,636.92,635.94,636.81,265.62793,ETH/BUSD,2020-12-23 00:54:00
1608684900.0,636.81,637.06,636.35,636.82,209.55312,ETH/BUSD,2020-12-23 00:55:00
1608684960.0,636.82,637.1,636.46,636.75,180.23185,ETH/BUSD,2020-12-23 00:56:00
1608685020.0,636.65,637.11,636.12,637.07,278.89995,ETH/BUSD,2020-12-23 00:57:00
1608685080.0,637.05,637.66,636.8,637.47,259.76535,ETH/BUSD,2020-12-23 00:58:00
1608685140.0,637.47,638.0,637.47,637.68,2088.83174,ETH/BUSD,2020-12-23 00:59:00
1608685200.0,637.68,638.0,636.66,636.96,1167.73746,ETH/BUSD,2020-12-23 01:00:00
1608685260.0,636.97,637.34,634.83,635.49,711.51336,ETH/BUSD,2020-12-23 01:01:00
1608685320.0,635.44,635.78,635.0,635.44,316.82793,ETH/BUSD,2020-12-23 01:02:00
1608685380.0,635.44,636.86,635.4,636.55,270.21139,ETH/BUSD,2020-12-23 01:03:00
1608685440.0,636.59,636.59,635.96,636.21,188.16743,ETH/BUSD,2020-12-23 01:04:00
1608685500.0,636.22,638.0,636.21,637.95,618.23556,ETH/BUSD,2020-12-23 01:05:00
1608685560.0,637.96,637.96,636.83,636.92,170.37067,ETH/BUSD,2020-12-23 01:06:00
1608685620.0,636.85,636.98,636.45,636.8,247.99289,ETH/BUSD,2020-12-23 01:07:00
1608685680.0,636.72,636.9,636.49,636.51,80.13334,ETH/BUSD,2020-12-23 01:08:00
1608685740.0,636.51,636.51,635.56,635.6,198.7007,ETH/BUSD,2020-12-23 01:09:00
1608685800.0,635.59,635.59,634.54,634.54,300.50596,ETH/BUSD,2020-12-23 01:10:00
1608685860.0,634.54,635.0,634.35,635.0,211.32155,ETH/BUSD,2020-12-23 01:11:00
1608685920.0,634.99,635.61,634.58,634.58,156.80541,ETH/BUSD,2020-12-23 01:12:00
1608685980.0,634.58,634.58,633.26,633.41,304.80939,ETH/BUSD,2020-12-23 01:13:00
1608686040.0,633.4,633.4,630.98,631.15,985.99073,ETH/BUSD,2020-12-23 01:14:00
1608686100.0,631.19,632.76,631.02,631.89,696.74825,ETH/BUSD,2020-12-23 01:15:00
1608686160.0,631.88,632.03,630.98,631.06,384.43496,ETH/BUSD,2020-12-23 01:16:00
1608686220.0,631.07,631.17,628.98,630.23,589.60036,ETH/BUSD,2020-12-23 01:17:00
1608686280.0,630.19,630.2,627.64,628.93,820.99019,ETH/BUSD,2020-12-23 01:18:00
1608686340.0,628.93,629.72,628.04,628.7,466.01283,ETH/BUSD,2020-12-23 01:19:00
1608686400.0,628.69,630.49,628.61,630.09,506.05545,ETH/BUSD,2020-12-23 01:20:00
1608686460.0,630.06,630.13,629.3,629.74,348.56124,ETH/BUSD,2020-12-23 01:21:00
1608686520.0,629.75,629.92,629.08,629.25,297.08219,ETH/BUSD,2020-12-23 01:22:00
1608686580.0,629.27,629.47,628.77,628.85,221.90287,ETH/BUSD,2020-12-23 01:23:00
1608686640.0,628.78,629.57,628.28,629.45,406.31335,ETH/BUSD,2020-12-23 01:24:00
1608686700.0,629.45,629.45,628.25,628.72,135.02293,ETH/BUSD,2020-12-23 01:25:00
1608686760.0,628.78,629.83,628.78,629.24,197.24619,ETH/BUSD,2020-12-23 01:26:00
1608686820.0,629.24,629.84,629.24,629.36,120.02063,ETH/BUSD,2020-12-23 01:27:00
1608686880.0,629.3,630.53,629.3,630.4,216.35609,ETH/BUSD,2020-12-23 01:28:00
1608686940.0,630.4,630.4,629.62,629.63,235.91472,ETH/BUSD,2020-12-23 01:29:00
1608687000.0,629.63,630.57,629.63,630.11,312.11293,ETH/BUSD,2020-12-23 01:30:00
1608687060.0,630.1,630.22,629.69,629.77,92.65542,ETH/BUSD,2020-12-23 01:31:00
1608687120.0,629.78,630.3,629.7,629.71,122.243,ETH/BUSD,2020-12-23 01:32:00
1608687180.0,629.7,630.07,628.54,629.01,377.81038,ETH/BUSD,2020-12-23 01:33:00
1608687240.0,629.01,629.01,626.77,627.64,435.973,ETH/BUSD,2020-12-23 01:34:00
1608687300.0,627.64,627.81,626.38,627.0,620.31633,ETH/BUSD,2020-12-23 01:35:00
1608687360.0,627.0,627.35,626.78,627.03,478.18848,ETH/BUSD,2020-12-23 01:36:00
1608687420.0,627.03,627.79,627.03,627.76,184.08321,ETH/BUSD,2020-12-23 01:37:00
1608687480.0,627.75,629.04,627.75,629.04,253.03577,ETH/BUSD,2020-12-23 01:38:00
1608687540.0,629.1,629.16,628.42,628.65,210.27393,ETH/BUSD,2020-12-23 01:39:00
1608687600.0,628.6,628.72,626.57,626.85,315.12784,ETH/BUSD,2020-12-23 01:40:00
1608687660.0,626.92,626.97,625.35,626.44,366.74724,ETH/BUSD,2020-12-23 01:41:00
1608687720.0,626.38,627.48,626.24,626.94,368.79566,ETH/BUSD,2020-12-23 01:42:00
1608687780.0,627.0,628.0,627.0,627.91,344.43909,ETH/BUSD,2020-12-23 01:43:00
1608687840.0,627.99,628.72,627.93,628.48,312.00362,ETH/BUSD,2020-12-23 01:44:00
1608687900.0,628.4,628.4,627.04,627.85,351.10793,ETH/BUSD,2020-12-23 01:45:00
1608687960.0,627.9,628.48,627.7,628.46,238.35459,ETH/BUSD,2020-12-23 01:46:00
1608688020.0,628.42,629.47,628.42,629.47,165.72766,ETH/BUSD,2020-12-23 01:47:00
1608688080.0,629.47,629.95,629.36,629.51,116.56351,ETH/BUSD,2020-12-23 01:48:00
1608688140.0,629.39,629.55,628.06,628.31,293.9697,ETH/BUSD,2020-12-23 01:49:00
1608688200.0,628.36,628.38,626.91,627.02,240.59254,ETH/BUSD,2020-12-23 01:50:00
1608688260.0,627.02,627.63,626.74,627.39,167.71756,ETH/BUSD,2020-12-23 01:51:00
1608688320.0,627.34,627.82,626.91,626.91,139.30088,ETH/BUSD,2020-12-23 01:52:00
1608688380.0,626.98,628.11,626.98,627.95,475.58702,ETH/BUSD,2020-12-23 01:53:00
1608688440.0,627.94,628.33,627.65,628.33,650.25306,ETH/BUSD,2020-12-23 01:54:00
1608688500.0,628.32,628.32,627.03,627.43,233.94659,ETH/BUSD,2020-12-23 01:55:00
1608688560.0,627.37,627.83,627.13,627.49,148.10587,ETH/BUSD,2020-12-23 01:56:00
1608688620.0,627.43,627.43,626.86,626.87,69.12739,ETH/BUSD,2020-12-23 01:57:00
1608688680.0,626.93,627.7,626.93,627.19,149.51784,ETH/BUSD,2020-12-23 01:58:00
1608688740.0,627.27,627.53,627.05,627.05,40.98771,ETH/BUSD,2020-12-23 01:59:00
1608688800.0,627.05,627.69,626.52,627.65,216.90671,ETH/BUSD,2020-12-23 02:00:00
1608688860.0,627.62,628.33,627.43,628.09,155.76921,ETH/BUSD,2020-12-23 02:01:00
1608688920.0,628.08,628.68,628.01,628.4,132.64176,ETH/BUSD,2020-12-23 02:02:00
1608688980.0,628.39,628.74,628.28,628.52,114.3211,ETH/BUSD,2020-12-23 02:03:00
1608689040.0,628.47,628.48,628.33,628.4,32.04926,ETH/BUSD,2020-12-23 02:04:00
1608689100.0,628.34,628.34,627.39,627.43,117.87684,ETH/BUSD,2020-12-23 02:05:00
1608689160.0,627.47,627.47,626.68,626.75,111.87288,ETH/BUSD,2020-12-23 02:06:00
1608689220.0,626.73,626.85,624.56,624.56,310.04617,ETH/BUSD,2020-12-23 02:07:00
1608689280.0,624.59,625.0,623.14,624.42,623.96044,ETH/BUSD,2020-12-23 02:08:00
1608689340.0,624.44,624.83,624.15,624.43,229.68427,ETH/BUSD,2020-12-23 02:09:00
1608689400.0,624.43,624.94,624.27,624.27,163.64967,ETH/BUSD,2020-12-23 02:10:00
1608689460.0,624.22,624.83,624.22,624.67,67.30026,ETH/BUSD,2020-12-23 02:11:00
1608689520.0,624.73,624.84,623.87,624.36,153.40372,ETH/BUSD,2020-12-23 02:12:00
1608689580.0,624.36,624.41,622.8,622.92,188.18949,ETH/BUSD,2020-12-23 02:13:00
1608689640.0,622.8,623.64,622.05,622.6,528.10372,ETH/BUSD,2020-12-23 02:14:00
1608689700.0,622.62,622.8,620.73,621.88,696.6993,ETH/BUSD,2020-12-23 02:15:00
1608689760.0,621.75,622.0,620.78,621.88,400.34179,ETH/BUSD,2020-12-23 02:16:00
1608689820.0,621.97,623.33,621.6,623.33,251.73995,ETH/BUSD,2020-12-23 02:17:00
1608689880.0,623.33,624.07,623.28,623.49,284.39334,ETH/BUSD,2020-12-23 02:18:00
1608689940.0,623.49,624.16,623.16,624.16,150.65919,ETH/BUSD,2020-12-23 02:19:00
1608690000.0,624.16,624.61,623.96,624.56,179.69282,ETH/BUSD,2020-12-23 02:20:00
1608690060.0,624.48,624.88,624.35,624.35,99.1923,ETH/BUSD,2020-12-23 02:21:00
1608690120.0,624.28,624.76,624.22,624.61,76.55409,ETH/BUSD,2020-12-23 02:22:00
1608690180.0,624.66,624.74,624.46,624.59,24.55579,ETH/BUSD,2020-12-23 02:23:00
1608690240.0,624.58,624.58,623.44,623.78,108.70233,ETH/BUSD,2020-12-23 02:24:00
1608690300.0,623.83,623.89,623.19,623.26,159.65352,ETH/BUSD,2020-12-23 02:25:00
1608690360.0,623.32,624.22,623.27,623.95,220.53647,ETH/BUSD,2020-12-23 02:26:00
1608690420.0,623.97,625.07,623.97,624.69,257.10403,ETH/BUSD,2020-12-23 02:27:00
1608690480.0,624.69,624.87,624.12,624.24,106.33943,ETH/BUSD,2020-12-23 02:28:00
1608690540.0,624.17,624.35,623.94,624.0,113.26025,ETH/BUSD,2020-12-23 02:29:00
1608690600.0,624.07,624.62,624.07,624.34,82.06253,ETH/BUSD,2020-12-23 02:30:00
1608690660.0,624.29,624.38,623.77,623.87,164.33139,ETH/BUSD,2020-12-23 02:31:00
1608690720.0,623.79,623.79,622.86,623.06,232.2075,ETH/BUSD,2020-12-23 02:32:00
1608690780.0,623.01,623.9,622.81,623.89,213.37752,ETH/BUSD,2020-12-23 02:33:00
1608690840.0,623.89,624.96,623.71,624.83,209.56686,ETH/BUSD,2020-12-23 02:34:00
1608690900.0,624.75,624.96,624.58,624.79,89.88134,ETH/BUSD,2020-12-23 02:35:00
1608690960.0,624.87,625.1,624.74,624.87,58.53682,ETH/BUSD,2020-12-23 02:36:00
1608691020.0,624.84,625.23,624.74,625.17,84.57649,ETH/BUSD,2020-12-23 02:37:00
1608691080.0,625.23,625.35,625.0,625.34,67.68444,ETH/BUSD,2020-12-23 02:38:00
1608691140.0,625.33,625.69,625.21,625.21,64.43113,ETH/BUSD,2020-12-23 02:39:00
1608691200.0,625.23,625.23,625.15,625.2,27.00639,ETH/BUSD,2020-12-23 02:40:00
1608691260.0,625.21,625.54,624.41,624.54,316.39687,ETH/BUSD,2020-12-23 02:41:00
1608691320.0,624.5,624.54,623.96,624.01,50.48632,ETH/BUSD,2020-12-23 02:42:00
1608691380.0,624.01,624.01,623.37,623.4,121.31547,ETH/BUSD,2020-12-23 02:43:00
1608691440.0,623.4,625.06,623.4,624.96,280.34242,ETH/BUSD,2020-12-23 02:44:00
1608691500.0,624.95,624.95,624.12,624.53,149.18248,ETH/BUSD,2020-12-23 02:45:00
1608691560.0,624.44,624.91,624.44,624.49,82.88883,ETH/BUSD,2020-12-23 02:46:00
1608691620.0,624.46,624.46,623.43,623.5,157.00486,ETH/BUSD,2020-12-23 02:47:00
1608691680.0,623.5,624.36,623.37,624.27,210.07864,ETH/BUSD,2020-12-23 02:48:00
1608691740.0,624.26,624.29,623.07,623.07,144.86645,ETH/BUSD,2020-12-23 02:49:00
1608691800.0,623.06,624.05,623.05,623.73,195.93127,ETH/BUSD,2020-12-23 02:50:00
1608691860.0,623.79,623.84,622.99,623.05,89.40319,ETH/BUSD,2020-12-23 02:51:00
1608691920.0,623.06,623.27,622.86,622.87,88.50189,ETH/BUSD,2020-12-23 02:52:00
1608691980.0,622.89,623.39,622.81,623.03,244.90456,ETH/BUSD,2020-12-23 02:53:00
1608692040.0,622.98,623.43,622.98,623.43,123.67103,ETH/BUSD,2020-12-23 02:54:00
1608692100.0,623.45,623.45,622.27,622.36,187.08676,ETH/BUSD,2020-12-23 02:55:00
1608692160.0,622.33,622.72,622.16,622.57,220.99003,ETH/BUSD,2020-12-23 02:56:00
1608692220.0,622.58,622.96,622.48,622.73,85.25131,ETH/BUSD,2020-12-23 02:57:00
1608692280.0,622.72,623.06,622.57,623.06,45.40627,ETH/BUSD,2020-12-23 02:58:00
1608692340.0,623.08,623.59,623.03,623.09,130.31225,ETH/BUSD,2020-12-23 02:59:00
1608692400.0,623.08,624.51,623.05,624.44,121.48567,ETH/BUSD,2020-12-23 03:00:00
1608692460.0,624.44,625.19,624.44,624.88,306.11396,ETH/BUSD,2020-12-23 03:01:00
1608692520.0,624.96,625.52,624.89,624.89,126.6953,ETH/BUSD,2020-12-23 03:02:00
1608692580.0,624.87,625.11,624.8,624.8,68.64974,ETH/BUSD,2020-12-23 03:03:00
1608692640.0,624.81,624.81,624.27,624.63,126.60564,ETH/BUSD,2020-12-23 03:04:00
1608692700.0,624.62,625.11,624.48,625.01,65.39903,ETH/BUSD,2020-12-23 03:05:00
1608692760.0,624.95,624.95,624.19,624.35,79.60366,ETH/BUSD,2020-12-23 03:06:00
1608692820.0,624.42,624.44,623.87,623.87,69.0632,ETH/BUSD,2020-12-23 03:07:00
1608692880.0,623.87,623.87,622.96,623.22,164.87718,ETH/BUSD,2020-12-23 03:08:00
1608692940.0,623.16,624.08,623.12,624.08,118.91026,ETH/BUSD,2020-12-23 03:09:00
1608693000.0,624.15,624.3,623.72,624.3,142.62391,ETH/BUSD,2020-12-23 03:10:00
1608693060.0,624.3,624.3,623.14,623.19,127.48525,ETH/BUSD,2020-12-23 03:11:00
1608693120.0,623.19,623.5,623.03,623.1,114.50916,ETH/BUSD,2020-12-23 03:12:00
1608693180.0,623.1,623.3,622.28,622.4,209.45694,ETH/BUSD,2020-12-23 03:13:00
1608693240.0,622.41,623.14,622.39,622.72,79.41057,ETH/BUSD,2020-12-23 03:14:00
1608693300.0,622.76,622.76,622.31,622.35,107.10573,ETH/BUSD,2020-12-23 03:15:00
1608693360.0,622.35,624.07,622.21,624.01,254.92078,ETH/BUSD,2020-12-23 03:16:00
1608693420.0,624.01,624.62,624.01,624.18,119.29184,ETH/BUSD,2020-12-23 03:17:00
1608693480.0,624.1,625.2,624.1,624.65,195.80409,ETH/BUSD,2020-12-23 03:18:00
1608693540.0,624.65,625.1,624.44,624.64,128.23792,ETH/BUSD,2020-12-23 03:19:00
1608693600.0,624.64,624.72,624.4,624.55,91.78323,ETH/BUSD,2020-12-23 03:20:00
1608693660.0,624.56,624.59,624.42,624.47,66.44145,ETH/BUSD,2020-12-23 03:21:00
1608693720.0,624.41,625.11,624.41,624.86,191.3991,ETH/BUSD,2020-12-23 03:22:00
1608693780.0,624.78,624.78,624.18,624.45,92.5047,ETH/BUSD,2020-12-23 03:23:00
1608693840.0,624.46,624.56,624.16,624.16,111.09747,ETH/BUSD,2020-12-23 03:24:00
1608693900.0,624.15,624.15,623.72,624.06,139.89358,ETH/BUSD,2020-12-23 03:25:00
1608693960.0,624.06,624.34,623.7,624.09,248.93002,ETH/BUSD,2020-12-23 03:26:00
1608694020.0,624.07,624.22,624.01,624.22,21.7274,ETH/BUSD,2020-12-23 03:27:00
1608694080.0,624.19,624.19,623.44,623.7,186.03717,ETH/BUSD,2020-12-23 03:28:00
1608694140.0,623.7,623.7,623.33,623.6,94.33529,ETH/BUSD,2020-12-23 03:29:00
1608694200.0,623.56,623.56,623.17,623.17,51.16898,ETH/BUSD,2020-12-23 03:30:00
1608694260.0,623.17,623.45,623.17,623.39,80.96327,ETH/BUSD,2020-12-23 03:31:00
1608694320.0,623.4,624.47,623.4,624.35,111.7387,ETH/BUSD,2020-12-23 03:32:00
1608694380.0,624.31,624.51,623.97,624.51,90.71597,ETH/BUSD,2020-12-23 03:33:00
1608694440.0,624.5,624.5,624.08,624.2,33.49703,ETH/BUSD,2020-12-23 03:34:00
1608694500.0,624.2,624.83,624.2,624.83,64.73465,ETH/BUSD,2020-12-23 03:35:00
1608694560.0,624.79,625.83,624.79,625.54,242.32956,ETH/BUSD,2020-12-23 03:36:00
1608694620.0,625.54,625.73,625.15,625.3,109.45998,ETH/BUSD,2020-12-23 03:37:00
1608694680.0,625.27,625.38,625.1,625.17,85.85401,ETH/BUSD,2020-12-23 03:38:00
1608694740.0,625.16,625.42,625.1,625.23,147.87175,ETH/BUSD,2020-12-23 03:39:00
1608694800.0,625.28,625.4,624.8,625.1,200.42448,ETH/BUSD,2020-12-23 03:40:00
1608694860.0,625.11,625.11,624.81,625.03,95.24611,ETH/BUSD,2020-12-23 03:41:00
1608694920.0,625.03,625.86,625.03,625.65,165.99416,ETH/BUSD,2020-12-23 03:42:00
1608694980.0,625.64,625.64,624.95,625.25,257.92045,ETH/BUSD,2020-12-23 03:43:00
1608695040.0,625.25,625.29,624.91,625.13,141.17326,ETH/BUSD,2020-12-23 03:44:00
1608695100.0,625.14,625.33,624.93,625.19,197.33218,ETH/BUSD,2020-12-23 03:45:00
1608695160.0,625.19,625.22,624.7,624.98,532.68443,ETH/BUSD,2020-12-23 03:46:00
1608695220.0,624.99,625.22,624.8,625.08,530.0635,ETH/BUSD,2020-12-23 03:47:00
1608695280.0,625.08,625.08,624.53,624.6,242.3144,ETH/BUSD,2020-12-23 03:48:00
1608695340.0,624.58,624.6,623.69,623.69,220.6784,ETH/BUSD,2020-12-23 03:49:00
1608695400.0,623.77,623.79,623.29,623.69,182.5543,ETH/BUSD,2020-12-23 03:50:00
1608695460.0,623.74,623.74,623.17,623.17,145.54475,ETH/BUSD,2020-12-23 03:51:00
1608695520.0,623.21,623.21,622.6,622.88,200.13946,ETH/BUSD,2020-12-23 03:52:00
1608695580.0,622.91,622.91,622.14,622.31,168.82957,ETH/BUSD,2020-12-23 03:53:00
1608695640.0,622.29,623.57,622.29,623.44,148.61186,ETH/BUSD,2020-12-23 03:54:00
1608695700.0,623.4,623.43,622.66,622.98,85.69583,ETH/BUSD,2020-12-23 03:55:00
1608695760.0,622.97,622.97,622.52,622.68,55.06712,ETH/BUSD,2020-12-23 03:56:00
1608695820.0,622.66,622.66,622.2,622.2,50.78465,ETH/BUSD,2020-12-23 03:57:00
1608695880.0,622.21,622.61,622.21,622.61,68.72517,ETH/BUSD,2020-12-23 03:58:00
1608695940.0,622.61,623.35,622.53,623.2,163.77691,ETH/BUSD,2020-12-23 03:59:00
1608696000.0,623.18,623.18,622.69,622.78,107.82431,ETH/BUSD,2020-12-23 04:00:00
1608696060.0,622.78,622.94,621.07,621.08,316.50446,ETH/BUSD,2020-12-23 04:01:00
1608696120.0,621.08,621.9,620.51,621.19,382.29487,ETH/BUSD,2020-12-23 04:02:00
1608696180.0,621.13,621.15,620.54,620.54,193.86892,ETH/BUSD,2020-12-23 04:03:00
1608696240.0,620.5,621.27,619.67,620.39,511.98069,ETH/BUSD,2020-12-23 04:04:00
1608696300.0,620.4,620.68,618.67,618.67,280.86079,ETH/BUSD,2020-12-23 04:05:00
1608696360.0,618.65,619.32,616.53,618.88,808.3167,ETH/BUSD,2020-12-23 04:06:00
1608696420.0,618.88,619.88,617.62,619.67,392.90076,ETH/BUSD,2020-12-23 04:07:00
1608696480.0,619.66,619.94,619.07,619.13,229.88107,ETH/BUSD,2020-12-23 04:08:00
1608696540.0,619.2,619.98,618.95,619.91,296.02542,ETH/BUSD,2020-12-23 04:09:00
1608696600.0,619.91,621.72,619.88,620.68,401.29979,ETH/BUSD,2020-12-23 04:10:00
1608696660.0,620.64,621.6,620.64,621.32,106.1572,ETH/BUSD,2020-12-23 04:11:00
1608696720.0,621.27,621.55,621.09,621.21,71.60353,ETH/BUSD,2020-12-23 04:12:00
1608696780.0,621.2,621.2,620.5,620.73,147.98212,ETH/BUSD,2020-12-23 04:13:00
1608696840.0,620.73,620.9,620.3,620.61,101.9848,ETH/BUSD,2020-12-23 04:14:00
1608696900.0,620.61,621.91,620.43,621.84,253.33375,ETH/BUSD,2020-12-23 04:15:00
1608696960.0,621.78,623.03,621.78,622.36,361.3413,ETH/BUSD,2020-12-23 04:16:00
1608697020.0,622.33,622.33,621.87,622.21,181.16979,ETH/BUSD,2020-12-23 04:17:00
1608697080.0,622.21,622.27,621.43,622.01,172.34123,ETH/BUSD,2020-12-23 04:18:00
1608697140.0,622.02,623.22,622.02,622.94,281.24408,ETH/BUSD,2020-12-23 04:19:00
1608697200.0,622.95,623.33,622.95,622.96,92.14727,ETH/BUSD,2020-12-23 04:20:00
1608697260.0,622.96,623.1,622.47,622.64,134.62995,ETH/BUSD,2020-12-23 04:21:00
1608697320.0,622.64,623.03,622.64,622.89,93.10633,ETH/BUSD,2020-12-23 04:22:00
1608697380.0,622.86,623.52,622.67,623.3,236.38238,ETH/BUSD,2020-12-23 04:23:00
1608697440.0,623.24,623.38,622.75,622.83,76.53932,ETH/BUSD,2020-12-23 04:24:00
1608697500.0,622.87,623.11,622.83,623.11,68.13178,ETH/BUSD,2020-12-23 04:25:00
1608697560.0,623.11,624.69,623.06,623.83,490.58884,ETH/BUSD,2020-12-23 04:26:00
1608697620.0,623.84,624.59,623.84,624.12,235.68263,ETH/BUSD,2020-12-23 04:27:00
1608697680.0,624.19,624.56,624.15,624.2,51.78606,ETH/BUSD,2020-12-23 04:28:00
1608697740.0,624.2,624.22,623.52,623.68,172.69346,ETH/BUSD,2020-12-23 04:29:00
1608697800.0,623.68,624.14,623.68,623.72,124.57435,ETH/BUSD,2020-12-23 04:30:00
1608697860.0,623.79,624.13,623.77,623.96,121.89801,ETH/BUSD,2020-12-23 04:31:00
1608697920.0,623.88,624.28,623.88,624.01,64.60857,ETH/BUSD,2020-12-23 04:32:00
1608697980.0,624.01,624.2,623.79,623.96,77.01831,ETH/BUSD,2020-12-23 04:33:00
1608698040.0,623.94,624.1,623.68,623.7,36.56349,ETH/BUSD,2020-12-23 04:34:00
1608698100.0,623.74,623.75,623.15,623.15,83.68776,ETH/BUSD,2020-12-23 04:35:00
1608698160.0,623.16,623.67,623.14,623.14,200.12508,ETH/BUSD,2020-12-23 04:36:00
1608698220.0,623.14,623.14,622.31,622.39,256.17945,ETH/BUSD,2020-12-23 04:37:00
1608698280.0,622.36,622.51,621.17,621.63,298.01529,ETH/BUSD,2020-12-23 04:38:00
1608698340.0,621.59,623.43,621.59,623.16,441.90726,ETH/BUSD,2020-12-23 04:39:00
1608698400.0,623.2,623.58,623.11,623.16,149.31722,ETH/BUSD,2020-12-23 04:40:00
1608698460.0,623.11,623.11,621.46,621.67,282.30008,ETH/BUSD,2020-12-23 04:41:00
1608698520.0,621.72,621.72,620.22,620.6,392.16397,ETH/BUSD,2020-12-23 04:42:00
1608698580.0,620.5,620.78,620.21,620.51,307.23285,ETH/BUSD,2020-12-23 04:43:00
1608698640.0,620.55,621.49,620.5,621.36,152.76117,ETH/BUSD,2020-12-23 04:44:00
1608698700.0,621.26,621.26,619.66,619.98,243.83126,ETH/BUSD,2020-12-23 04:45:00
1608698760.0,620.05,620.66,619.92,620.47,188.05613,ETH/BUSD,2020-12-23 04:46:00
1608698820.0,620.48,621.41,620.48,621.41,128.93556,ETH/BUSD,2020-12-23 04:47:00
1608698880.0,621.43,621.47,619.52,619.52,177.20125,ETH/BUSD,2020-12-23 04:48:00
1608698940.0,619.52,619.67,618.48,618.6,389.87118,ETH/BUSD,2020-12-23 04:49:00
1608699000.0,618.59,618.99,617.8,617.86,354.22554,ETH/BUSD,2020-12-23 04:50:00
1608699060.0,617.85,618.87,617.78,618.87,228.30673,ETH/BUSD,2020-12-23 04:51:00
1608699120.0,618.9,619.4,618.16,618.22,161.76227,ETH/BUSD,2020-12-23 04:52:00
1608699180.0,618.12,618.7,617.31,617.57,301.23979,ETH/BUSD,2020-12-23 04:53:00
1608699240.0,617.58,618.66,617.34,617.34,162.75002,ETH/BUSD,2020-12-23 04:54:00
1608699300.0,617.28,617.64,616.84,617.59,209.48298,ETH/BUSD,2020-12-23 04:55:00
1608699360.0,617.6,618.46,616.51,618.29,276.03764,ETH/BUSD,2020-12-23 04:56:00
1608699420.0,618.28,618.71,617.93,617.95,199.02417,ETH/BUSD,2020-12-23 04:57:00
1608699480.0,617.95,618.07,616.96,617.61,259.46198,ETH/BUSD,2020-12-23 04:58:00
1608699540.0,617.57,618.41,617.25,617.34,426.36515,ETH/BUSD,2020-12-23 04:59:00
1608699600.0,617.33,618.34,617.27,618.18,229.70814,ETH/BUSD,2020-12-23 05:00:00
1608699660.0,618.19,619.11,618.19,618.6,239.69159,ETH/BUSD,2020-12-23 05:01:00
1608699720.0,618.55,619.04,618.45,618.91,163.05608,ETH/BUSD,2020-12-23 05:02:00
1608699780.0,618.86,619.02,618.69,618.88,75.04036,ETH/BUSD,2020-12-23 05:03:00
1608699840.0,618.88,619.08,618.87,619.0,37.3877,ETH/BUSD,2020-12-23 05:04:00
1608699900.0,619.0,619.35,617.71,617.74,359.80971,ETH/BUSD,2020-12-23 05:05:00
